"EnsemblID"	"Name"	"HeLa"	"description"
"1024"	"ENSMUSG00000032288"	"Imp3"	"RNAbinding"	"IMP3, U3 small nucleolar ribonucleoprotein, homolog (yeast) [Source:MGI Symbol;Acc:MGI:1916119]"
"1036"	"ENSMUSG00000048039"	"Isg20l2"	"RNAbinding"	"interferon stimulated exonuclease gene 20-like 2 [Source:MGI Symbol;Acc:MGI:2140076]"
"1037"	"ENSMUSG00000030056"	"Isy1"	"RNAbinding"	"ISY1 splicing factor homolog (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1923310]"
"1046"	"ENSMUSG00000028790"	"Khdrbs1"	"RNAbinding"	"KH domain containing, RNA binding, signal transduction associated 1 [Source:MGI Symbol;Acc:MGI:893579]"
"1048"	"ENSMUSG00000007670"	"Khsrp"	"RNAbinding"	"KH-type splicing regulatory protein [Source:MGI Symbol;Acc:MGI:1336214]"
"1053"	"ENSMUSG00000020821"	"Kif1c"	"RNAbinding"	"kinesin family member 1C [Source:MGI Symbol;Acc:MGI:1098260]"
"1062"	"ENSMUSG00000035047"	"Kri1"	"RNAbinding"	"KRI1 homolog (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:2384899]"
"1063"	"ENSMUSG00000063334"	"Krr1"	"RNAbinding"	"KRR1, small subunit (SSU) processome component, homolog (yeast) [Source:MGI Symbol;Acc:MGI:1289274]"
"1064"	"ENSMUSG00000023043"	"Krt18"	"RNAbinding"	"keratin 18 [Source:MGI Symbol;Acc:MGI:96692]"
"1067"	"ENSMUSG00000021843"	"Ktn1"	"RNAbinding"	"kinectin 1 [Source:MGI Symbol;Acc:MGI:109153]"
"1074"	"ENSMUSG00000037331"	"Larp1"	"RNAbinding"	"La ribonucleoprotein domain family, member 1 [Source:MGI Symbol;Acc:MGI:1890165]"
"1077"	"ENSMUSG00000023025"	"Larp4"	"RNAbinding"	"La ribonucleoprotein domain family, member 4 [Source:MGI Symbol;Acc:MGI:2443114]"
"1078"	"ENSMUSG00000033499"	"Larp4b"	"RNAbinding"	"La ribonucleoprotein domain family, member 4B [Source:MGI Symbol;Acc:MGI:106330]"
"1079"	"ENSMUSG00000027968"	"Larp7"	"RNAbinding"	"La ribonucleoprotein domain family, member 7 [Source:MGI Symbol;Acc:MGI:107634]"
"1081"	"ENSMUSG00000057421"	"Las1l"	"RNAbinding"	"LAS1-like (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1923380]"
"1089"	"ENSMUSG00000068220"	"Lgals1"	"RNAbinding"	"lectin, galactose binding, soluble 1 [Source:MGI Symbol;Acc:MGI:96777]"
"1090"	"ENSMUSG00000050335"	"Lgals3"	"RNAbinding"	"lectin, galactose binding, soluble 3 [Source:MGI Symbol;Acc:MGI:96778]"
"1097"	"ENSMUSG00000020224"	"Llph"	"RNAbinding"	"LLP homolog, long-term synaptic facilitation (Aplysia) [Source:MGI Symbol;Acc:MGI:1913475]"
"1102"	"ENSMUSG00000040249"	"Lrp1"	"RNAbinding"	"low density lipoprotein receptor-related protein 1 [Source:MGI Symbol;Acc:MGI:96828]"
"1103"	"ENSMUSG00000024120"	"Lrpprc"	"RNAbinding"	"leucine-rich PPR-motif containing [Source:MGI Symbol;Acc:MGI:1919666]"
"1107"	"ENSMUSG00000020869"	"Lrrc59"	"RNAbinding"	"leucine rich repeat containing 59 [Source:MGI Symbol;Acc:MGI:2138133]"
"1110"	"ENSMUSG00000037296"	"Lsm1"	"RNAbinding"	"LSM1 homolog, U6 small nuclear RNA associated (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1914457]"
"1114"	"ENSMUSG00000007050"	"Lsm2"	"RNAbinding"	"LSM2 homolog, U6 small nuclear RNA associated (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:90676]"
"1115"	"ENSMUSG00000090846"	"Lsm3"	"RNAbinding"	NA
"1116"	"ENSMUSG00000031848"	"Lsm4"	"RNAbinding"	"LSM4 homolog, U6 small nuclear RNA associated (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1354692]"
"1119"	"ENSMUSG00000015889"	"Lta4h"	"RNAbinding"	"leukotriene A4 hydrolase [Source:MGI Symbol;Acc:MGI:96836]"
"1125"	"ENSMUSG00000029823"	"Luc7l2"	"RNAbinding"	"LUC7-like 2 (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:2183260]"
"1126"	"ENSMUSG00000020863"	"Luc7l3"	"RNAbinding"	"LUC7-like 3 (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1914934]"
"1127"	"ENSMUSG00000067367"	"Lyar"	"RNAbinding"	"Ly1 antibody reactive clone [Source:MGI Symbol;Acc:MGI:107470]"
"1135"	"ENSMUSG00000031578"	"Mak16"	"RNAbinding"	"MAK16 homolog (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1915170]"
"1143"	"ENSMUSG00000024969"	"Mark2"	"RNAbinding"	"MAP/microtubule affinity-regulating kinase 2 [Source:MGI Symbol;Acc:MGI:99638]"
"1145"	"ENSMUSG00000037236"	"Matr3"	"RNAbinding"	"matrin 3 [Source:MGI Symbol;Acc:MGI:1298379]"
"1147"	"ENSMUSG00000030678"	"Maz"	"RNAbinding"	"MYC-associated zinc finger protein (purine-binding transcription factor) [Source:MGI Symbol;Acc:MGI:1338823]"
"1148"	"ENSMUSG00000027763"	"Mbnl1"	"RNAbinding"	"muscleblind-like 1 (Drosophila) [Source:MGI Symbol;Acc:MGI:1928482]"
"1149"	"ENSMUSG00000022139"	"Mbnl2"	"RNAbinding"	"muscleblind-like 2 [Source:MGI Symbol;Acc:MGI:2145597]"
"1150"	"ENSMUSG00000036109"	"Mbnl3"	"RNAbinding"	"muscleblind-like 3 (Drosophila) [Source:MGI Symbol;Acc:MGI:2444912]"
"1156"	"ENSMUSG00000019179"	"Mdh2"	"RNAbinding"	"malate dehydrogenase 2, NAD (mitochondrial) [Source:MGI Symbol;Acc:MGI:97050]"
"1160"	"ENSMUSG00000031393"	"Mecp2"	"RNAbinding"	"methyl CpG binding protein 2 [Source:MGI Symbol;Acc:MGI:99918]"
"1162"	"ENSMUSG00000029726"	"Mepce"	"RNAbinding"	"methylphosphate capping enzyme [Source:MGI Symbol;Acc:MGI:106477]"
"1165"	"ENSMUSG00000036112"	"Metap2"	"RNAbinding"	"methionine aminopeptidase 2 [Source:MGI Symbol;Acc:MGI:1929701]"
"1166"	"ENSMUSG00000010554"	"Mettl16"	"RNAbinding"	"methyltransferase like 16 [Source:MGI Symbol;Acc:MGI:1914743]"
"1172"	"ENSMUSG00000037253"	"Mex3c"	"RNAbinding"	"mex3 homolog C (C. elegans) [Source:MGI Symbol;Acc:MGI:2652843]"
"1173"	"ENSMUSG00000048696"	"Mex3d"	"RNAbinding"	"mex3 homolog D (C. elegans) [Source:MGI Symbol;Acc:MGI:2681847]"
"1174"	"ENSMUSG00000068479"	"Mfap1a"	"RNAbinding"	"microfibrillar-associated protein 1A [Source:MGI Symbol;Acc:MGI:1914782]"
"1175"	"ENSMUSG00000048222"	"Mfap1b"	"RNAbinding"	"microfibrillar-associated protein 1B [Source:MGI Symbol;Acc:MGI:3694697]"
"1181"	"ENSMUSG00000031004"	"Mki67"	"RNAbinding"	"antigen identified by monoclonal antibody Ki 67 [Source:MGI Symbol;Acc:MGI:106035]"
"1182"	"ENSMUSG00000026377"	"Mki67ip"	"RNAbinding"	"Mki67 (FHA domain) interacting nucleolar phosphoprotein [Source:MGI Symbol;Acc:MGI:1915199]"
"1183"	"ENSMUSG00000029922"	"Mkrn1"	"RNAbinding"	"makorin, ring finger protein, 1 [Source:MGI Symbol;Acc:MGI:1859353]"
"1186"	"ENSMUSG00000038056"	"Mll3"	"RNAbinding"	"lysine (K)-specific methyltransferase 2C [Source:MGI Symbol;Acc:MGI:2444959]"
"1187"	"ENSMUSG00000026536"	"Mnda"	"RNAbinding"	"myeloid cell nuclear differentiation antigen [Source:MGI Symbol;Acc:MGI:3041120]"
"1188"	"ENSMUSG00000090272"	"Mndal"	"RNAbinding"	"myeloid nuclear differentiation antigen like [Source:MGI Symbol;Acc:MGI:3780953]"
"1193"	"ENSMUSG00000002227"	"Mov10"	"RNAbinding"	"Moloney leukemia virus 10 [Source:MGI Symbol;Acc:MGI:97054]"
"1195"	"ENSMUSG00000030521"	"Mphosph10"	"RNAbinding"	"M-phase phosphoprotein 10 (U3 small nucleolar ribonucleoprotein) [Source:MGI Symbol;Acc:MGI:1915223]"
"1198"	"ENSMUSG00000018405"	"Mrm1"	"RNAbinding"	"mitochondrial rRNA methyltransferase 1 homolog (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:2443470]"
"1200"	"ENSMUSG00000029486"	"Mrpl1"	"RNAbinding"	"mitochondrial ribosomal protein L1 [Source:MGI Symbol;Acc:MGI:2137202]"
"1202"	"ENSMUSG00000024902"	"Mrpl11"	"RNAbinding"	"mitochondrial ribosomal protein L11 [Source:MGI Symbol;Acc:MGI:2137215]"
"1204"	"ENSMUSG00000022370"	"Mrpl13"	"RNAbinding"	"mitochondrial ribosomal protein L13 [Source:MGI Symbol;Acc:MGI:2137218]"
"1206"	"ENSMUSG00000033845"	"Mrpl15"	"RNAbinding"	"mitochondrial ribosomal protein L15 [Source:MGI Symbol;Acc:MGI:1351639]"
"1209"	"ENSMUSG00000002767"	"Mrpl2"	"RNAbinding"	"mitochondrial ribosomal protein L2 [Source:MGI Symbol;Acc:MGI:1351622]"
"1215"	"ENSMUSG00000024414"	"Mrpl27"	"RNAbinding"	"mitochondrial ribosomal protein L27 [Source:MGI Symbol;Acc:MGI:2137224]"
"1216"	"ENSMUSG00000024181"	"Mrpl28"	"RNAbinding"	"mitochondrial ribosomal protein L28 [Source:MGI Symbol;Acc:MGI:1915861]"
"1217"	"ENSMUSG00000032563"	"Mrpl3"	"RNAbinding"	"mitochondrial ribosomal protein L3 [Source:MGI Symbol;Acc:MGI:2137204]"
"1219"	"ENSMUSG00000015672"	"Mrpl32"	"RNAbinding"	"mitochondrial ribosomal protein L32 [Source:MGI Symbol;Acc:MGI:2137226]"
"1222"	"ENSMUSG00000028622"	"Mrpl37"	"RNAbinding"	"mitochondrial ribosomal protein L37 [Source:MGI Symbol;Acc:MGI:1926268]"
"1223"	"ENSMUSG00000022889"	"Mrpl39"	"RNAbinding"	"mitochondrial ribosomal protein L39 [Source:MGI Symbol;Acc:MGI:1351620]"
"1224"	"ENSMUSG00000003299"	"Mrpl4"	"RNAbinding"	"mitochondrial ribosomal protein L4 [Source:MGI Symbol;Acc:MGI:2137210]"
"1226"	"ENSMUSG00000036850"	"Mrpl41"	"RNAbinding"	"mitochondrial ribosomal protein L41 [Source:MGI Symbol;Acc:MGI:1333816]"
"1227"	"ENSMUSG00000062981"	"Mrpl42"	"RNAbinding"	"mitochondrial ribosomal protein L42 [Source:MGI Symbol;Acc:MGI:1333774]"
"1228"	"ENSMUSG00000025208"	"Mrpl43"	"RNAbinding"	"mitochondrial ribosomal protein L43 [Source:MGI Symbol;Acc:MGI:2137229]"
"1230"	"ENSMUSG00000018882"	"Mrpl45"	"RNAbinding"	"mitochondrial ribosomal protein L45 [Source:MGI Symbol;Acc:MGI:1914286]"
"1237"	"ENSMUSG00000030611"	"Mrps11"	"RNAbinding"	"mitochondrial ribosomal protein S11 [Source:MGI Symbol;Acc:MGI:1915244]"
"1240"	"ENSMUSG00000028861"	"Mrps15"	"RNAbinding"	"mitochondrial ribosomal protein S15 [Source:MGI Symbol;Acc:MGI:1913657]"
"1247"	"ENSMUSG00000023723"	"Mrps23"	"RNAbinding"	"mitochondrial ribosomal protein S23 [Source:MGI Symbol;Acc:MGI:1928138]"
"1248"	"ENSMUSG00000020477"	"Mrps24"	"RNAbinding"	"mitochondrial ribosomal protein S24 [Source:MGI Symbol;Acc:MGI:1928142]"
"1252"	"ENSMUSG00000040269"	"Mrps28"	"RNAbinding"	"mitochondrial ribosomal protein S28 [Source:MGI Symbol;Acc:MGI:1913480]"
"1253"	"ENSMUSG00000021731"	"Mrps30"	"RNAbinding"	"mitochondrial ribosomal protein S30 [Source:MGI Symbol;Acc:MGI:1926237]"
"1254"	"ENSMUSG00000031533"	"Mrps31"	"RNAbinding"	"mitochondrial ribosomal protein S31 [Source:MGI Symbol;Acc:MGI:1913153]"
"1256"	"ENSMUSG00000027374"	"Mrps5"	"RNAbinding"	"mitochondrial ribosomal protein S5 [Source:MGI Symbol;Acc:MGI:1924971]"
"1257"	"ENSMUSG00000046756"	"Mrps7"	"RNAbinding"	"mitchondrial ribosomal protein S7 [Source:MGI Symbol;Acc:MGI:1354367]"
"1260"	"ENSMUSG00000028741"	"Mrto4"	"RNAbinding"	"MRT4, mRNA turnover 4, homolog (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1917152]"
"1264"	"ENSMUSG00000069769"	"Msi2"	"RNAbinding"	"musashi RNA-binding protein 2 [Source:MGI Symbol;Acc:MGI:1923876]"
"1268"	"ENSMUSG00000032479"	"Mtap4"	"RNAbinding"	"microtubule-associated protein 4 [Source:MGI Symbol;Acc:MGI:97178]"
"1271"	"ENSMUSG00000022255"	"Mtdh"	"RNAbinding"	"metadherin [Source:MGI Symbol;Acc:MGI:1914404]"
"1278"	"ENSMUSG00000031816"	"Mthfsd"	"RNAbinding"	"methenyltetrahydrofolate synthetase domain containing [Source:MGI Symbol;Acc:MGI:2679252]"
"1280"	"ENSMUSG00000020459"	"Mtif2"	"RNAbinding"	"mitochondrial translational initiation factor 2 [Source:MGI Symbol;Acc:MGI:1924034]"
"1284"	"ENSMUSG00000024234"	"Mtpap"	"RNAbinding"	"mitochondrial poly(A) polymerase [Source:MGI Symbol;Acc:MGI:1914690]"
"1290"	"ENSMUSG00000040463"	"Mybbp1a"	"RNAbinding"	"MYB binding protein (P160) 1a [Source:MGI Symbol;Acc:MGI:106181]"
"1302"	"ENSMUSG00000063273"	"Naa15"	"RNAbinding"	"N(alpha)-acetyltransferase 15, NatA auxiliary subunit [Source:MGI Symbol;Acc:MGI:1922088]"
"1303"	"ENSMUSG00000044155"	"Naa38"	"RNAbinding"	"N(alpha)-acetyltransferase 38, NatC auxiliary subunit [Source:MGI Symbol;Acc:MGI:1923772]"
"1309"	"ENSMUSG00000059119"	"Nap1l4"	"RNAbinding"	"nucleosome assembly protein 1-like 4 [Source:MGI Symbol;Acc:MGI:1316687]"
"1313"	"ENSMUSG00000027185"	"Nat10"	"RNAbinding"	"N-acetyltransferase 10 [Source:MGI Symbol;Acc:MGI:2138939]"
"1316"	"ENSMUSG00000022774"	"Ncbp2"	"RNAbinding"	"nuclear cap binding protein subunit 2 [Source:MGI Symbol;Acc:MGI:1915342]"
"1317"	"ENSMUSG00000026234"	"Ncl"	"RNAbinding"	"nucleolin [Source:MGI Symbol;Acc:MGI:97286]"
"1326"	"ENSMUSG00000024038"	"Ndufv3"	"RNAbinding"	"NADH dehydrogenase (ubiquinone) flavoprotein 3 [Source:MGI Symbol;Acc:MGI:1890894]"
"1333"	"ENSMUSG00000028423"	"Nfx1"	"RNAbinding"	"nuclear transcription factor, X-box binding 1 [Source:MGI Symbol;Acc:MGI:1921414]"
"1335"	"ENSMUSG00000022204"	"Ngdn"	"RNAbinding"	"neuroguidin, EIF4E binding protein [Source:MGI Symbol;Acc:MGI:1916216]"
"1336"	"ENSMUSG00000047084"	"Ngrn"	"RNAbinding"	"neugrin, neurite outgrowth associated [Source:MGI Symbol;Acc:MGI:1933212]"
"1337"	"ENSMUSG00000001056"	"Nhp2"	"RNAbinding"	"NHP2 ribonucleoprotein [Source:MGI Symbol;Acc:MGI:1098547]"
"1338"	"ENSMUSG00000063480"	"Nhp2l1"	"RNAbinding"	"NHP2 non-histone chromosome protein 2-like 1 (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:893586]"
"1340"	"ENSMUSG00000031917"	"Nip7"	"RNAbinding"	"nuclear import 7 homolog (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1913414]"
"1342"	"ENSMUSG00000044149"	"Nkrf"	"RNAbinding"	"NF-kappaB repressing factor [Source:MGI Symbol;Acc:MGI:1924536]"
"1346"	"ENSMUSG00000027787"	"Nmd3"	"RNAbinding"	"NMD3 homolog (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:2140103]"
"1347"	"ENSMUSG00000037601"	"Nme1"	"RNAbinding"	"NME/NM23 nucleoside diphosphate kinase 1 [Source:MGI Symbol;Acc:MGI:97355]"
"1351"	"ENSMUSG00000036285"	"Noa1"	"RNAbinding"	"nitric oxide associated 1 [Source:MGI Symbol;Acc:MGI:1914306]"
"1353"	"ENSMUSG00000024999"	"Noc3l"	"RNAbinding"	"nucleolar complex associated 3 homolog (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1932610]"
"1354"	"ENSMUSG00000033294"	"Noc4l"	"RNAbinding"	"nucleolar complex associated 4 homolog (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:2140843]"
"1355"	"ENSMUSG00000061458"	"Nol10"	"RNAbinding"	"nucleolar protein 10 [Source:MGI Symbol;Acc:MGI:2684913]"
"1356"	"ENSMUSG00000018433"	"Nol11"	"RNAbinding"	"nucleolar protein 11 [Source:MGI Symbol;Acc:MGI:1916229]"
"1357"	"ENSMUSG00000028430"	"Nol6"	"RNAbinding"	"nucleolar protein family 6 (RNA-associated) [Source:MGI Symbol;Acc:MGI:2140151]"
"1358"	"ENSMUSG00000063200"	"Nol7"	"RNAbinding"	"nucleolar protein 7 [Source:MGI Symbol;Acc:MGI:1917328]"
"1359"	"ENSMUSG00000021392"	"Nol8"	"RNAbinding"	"nucleolar protein 8 [Source:MGI Symbol;Acc:MGI:1918180]"
"1361"	"ENSMUSG00000015176"	"Nolc1"	"RNAbinding"	"nucleolar and coiled-body phosphoprotein 1 [Source:MGI Symbol;Acc:MGI:1918019]"
"1364"	"ENSMUSG00000031311"	"Nono"	"RNAbinding"	"non-POU-domain-containing, octamer binding protein [Source:MGI Symbol;Acc:MGI:1855692]"
"1365"	"ENSMUSG00000036693"	"Nop14"	"RNAbinding"	"NOP14 nucleolar protein [Source:MGI Symbol;Acc:MGI:1922666]"
"1366"	"ENSMUSG00000025869"	"Nop16"	"RNAbinding"	"NOP16 nucleolar protein [Source:MGI Symbol;Acc:MGI:107862]"
"1367"	"ENSMUSG00000038279"	"Nop2"	"RNAbinding"	"NOP2 nucleolar protein [Source:MGI Symbol;Acc:MGI:107891]"
"1368"	"ENSMUSG00000027405"	"Nop56"	"RNAbinding"	"NOP56 ribonucleoprotein [Source:MGI Symbol;Acc:MGI:1914384]"
"1369"	"ENSMUSG00000026020"	"Nop58"	"RNAbinding"	"NOP58 ribonucleoprotein [Source:MGI Symbol;Acc:MGI:1933184]"
"1370"	"ENSMUSG00000003421"	"Nosip"	"RNAbinding"	"nitric oxide synthase interacting protein [Source:MGI Symbol;Acc:MGI:1913644]"
"1375"	"ENSMUSG00000056209"	"Npm3"	"RNAbinding"	"nucleoplasmin 3 [Source:MGI Symbol;Acc:MGI:894653]"
"1377"	"ENSMUSG00000003849"	"Nqo1"	"RNAbinding"	"NAD(P)H dehydrogenase, quinone 1 [Source:MGI Symbol;Acc:MGI:103187]"
"1379"	"ENSMUSG00000060739"	"Nsa2"	"RNAbinding"	"NSA2 ribosome biogenesis homolog (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1913883]"
"1382"	"ENSMUSG00000021595"	"Nsun2"	"RNAbinding"	"NOL1/NOP2/Sun domain family member 2 [Source:MGI Symbol;Acc:MGI:107252]"
"1384"	"ENSMUSG00000000916"	"Nsun5"	"RNAbinding"	"NOL1/NOP2/Sun domain family, member 5 [Source:MGI Symbol;Acc:MGI:2140844]"
"1393"	"ENSMUSG00000031754"	"Nudt21"	"RNAbinding"	"nudix (nucleoside diphosphate linked moiety X)-type motif 21 [Source:MGI Symbol;Acc:MGI:1915469]"
"1396"	"ENSMUSG00000037857"	"Nufip2"	"RNAbinding"	"nuclear fragile X mental retardation protein interacting protein 2 [Source:MGI Symbol;Acc:MGI:1915814]"
"1400"	"ENSMUSG00000027306"	"Nusap1"	"RNAbinding"	"nucleolar and spindle associated protein 1 [Source:MGI Symbol;Acc:MGI:2675669]"
"1401"	"ENSMUSG00000026516"	"Nvl"	"RNAbinding"	"nuclear VCP-like [Source:MGI Symbol;Acc:MGI:1914709]"
"1402"	"ENSMUSG00000010097"	"Nxf1"	"RNAbinding"	"nuclear RNA export factor 1 [Source:MGI Symbol;Acc:MGI:1858330]"
"1405"	"ENSMUSG00000041827"	"Oasl1"	"RNAbinding"	"2'-5' oligoadenylate synthetase-like 1 [Source:MGI Symbol;Acc:MGI:2180849]"
"1414"	"ENSMUSG00000025130"	"P4hb"	"RNAbinding"	"prolyl 4-hydroxylase, beta polypeptide [Source:MGI Symbol;Acc:MGI:97464]"
"1415"	"ENSMUSG00000025364"	"Pa2g4"	"RNAbinding"	"proliferation-associated 2G4 [Source:MGI Symbol;Acc:MGI:894684]"
"1418"	"ENSMUSG00000011257"	"Pabpc4"	"RNAbinding"	"poly(A) binding protein, cytoplasmic 4 [Source:MGI Symbol;Acc:MGI:2385206]"
"1419"	"ENSMUSG00000022194"	"Pabpn1"	"RNAbinding"	"poly(A) binding protein, nuclear 1 [Source:MGI Symbol;Acc:MGI:1859158]"
"1431"	"ENSMUSG00000036779"	"Papd5"	"RNAbinding"	"PAP associated domain containing 5 [Source:MGI Symbol;Acc:MGI:1917820]"
"1434"	"ENSMUSG00000022685"	"Parn"	"RNAbinding"	"poly(A)-specific ribonuclease (deadenylation nuclease) [Source:MGI Symbol;Acc:MGI:1921358]"
"1435"	"ENSMUSG00000026496"	"Parp1"	"RNAbinding"	"poly (ADP-ribose) polymerase family, member 1 [Source:MGI Symbol;Acc:MGI:1340806]"
"1436"	"ENSMUSG00000038507"	"Parp12"	"RNAbinding"	"poly (ADP-ribose) polymerase family, member 12 [Source:MGI Symbol;Acc:MGI:2143990]"
"1439"	"ENSMUSG00000046139"	"Patl1"	"RNAbinding"	"protein associated with topoisomerase II homolog 1 (yeast) [Source:MGI Symbol;Acc:MGI:2147679]"
"1442"	"ENSMUSG00000047104"	"Pbp2"	"RNAbinding"	"phosphatidylethanolamine binding protein 2 [Source:MGI Symbol;Acc:MGI:1923650]"
"1444"	"ENSMUSG00000051695"	"Pcbp1"	"RNAbinding"	"poly(rC) binding protein 1 [Source:MGI Symbol;Acc:MGI:1345635]"
"1445"	"ENSMUSG00000056851"	"Pcbp2"	"RNAbinding"	"poly(rC) binding protein 2 [Source:MGI Symbol;Acc:MGI:108202]"
"1446"	"ENSMUSG00000001120"	"Pcbp3"	"RNAbinding"	"poly(rC) binding protein 3 [Source:MGI Symbol;Acc:MGI:1890470]"
"1447"	"ENSMUSG00000023495"	"Pcbp4"	"RNAbinding"	"poly(rC) binding protein 4 [Source:MGI Symbol;Acc:MGI:1890471]"
"1452"	"ENSMUSG00000044254"	"Pcsk9"	"RNAbinding"	"proprotein convertase subtilisin/kexin type 9 [Source:MGI Symbol;Acc:MGI:2140260]"
"1456"	"ENSMUSG00000025047"	"Pdcd11"	"RNAbinding"	"programmed cell death 11 [Source:MGI Symbol;Acc:MGI:1341788]"
"1463"	"ENSMUSG00000027248"	"Pdia3"	"RNAbinding"	"protein disulfide isomerase associated 3 [Source:MGI Symbol;Acc:MGI:95834]"
"1464"	"ENSMUSG00000025823"	"Pdia4"	"RNAbinding"	"protein disulfide isomerase associated 4 [Source:MGI Symbol;Acc:MGI:104864]"
"1470"	"ENSMUSG00000032959"	"Pebp1"	"RNAbinding"	"phosphatidylethanolamine binding protein 1 [Source:MGI Symbol;Acc:MGI:1344408]"
"1474"	"ENSMUSG00000018921"	"Pelp1"	"RNAbinding"	"proline, glutamic acid and leucine rich protein 1 [Source:MGI Symbol;Acc:MGI:1922523]"
"1475"	"ENSMUSG00000020430"	"Pes1"	"RNAbinding"	"pescadillo homolog 1, containing BRCT domain (zebrafish) [Source:MGI Symbol;Acc:MGI:1890613]"
"1488"	"ENSMUSG00000061360"	"Phf5a"	"RNAbinding"	"PHD finger protein 5A [Source:MGI Symbol;Acc:MGI:2156864]"
"1489"	"ENSMUSG00000025626"	"Phf6"	"RNAbinding"	"PHD finger protein 6 [Source:MGI Symbol;Acc:MGI:1918248]"
"1499"	"ENSMUSG00000032294"	"Pkm2"	"RNAbinding"	"pyruvate kinase, muscle [Source:MGI Symbol;Acc:MGI:97591]"
"1500"	"ENSMUSG00000004591"	"Pkn2"	"RNAbinding"	"protein kinase N2 [Source:MGI Symbol;Acc:MGI:109211]"
"1504"	"ENSMUSG00000022565"	"Plec"	"RNAbinding"	"plectin [Source:MGI Symbol;Acc:MGI:1277961]"
"1509"	"ENSMUSG00000020994"	"Pnn"	"RNAbinding"	"pinin [Source:MGI Symbol;Acc:MGI:1100514]"
"1514"	"ENSMUSG00000041815"	"Poldip3"	"RNAbinding"	"polymerase (DNA-directed), delta interacting protein 3 [Source:MGI Symbol;Acc:MGI:1921076]"
"1518"	"ENSMUSG00000005198"	"Polr2a"	"RNAbinding"	"polymerase (RNA) II (DNA directed) polypeptide A [Source:MGI Symbol;Acc:MGI:98086]"
"1519"	"ENSMUSG00000029250"	"Polr2b"	"RNAbinding"	"polymerase (RNA) II (DNA directed) polypeptide B [Source:MGI Symbol;Acc:MGI:2388280]"
"1520"	"ENSMUSG00000020329"	"Polrmt"	"RNAbinding"	"polymerase (RNA) mitochondrial (DNA directed) [Source:MGI Symbol;Acc:MGI:1915843]"
"1521"	"ENSMUSG00000022325"	"Pop1"	"RNAbinding"	"processing of precursor 1, ribonuclease P/MRP family, (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1914974]"
"1525"	"ENSMUSG00000004100"	"Ppan"	"RNAbinding"	"peter pan homolog (Drosophila) [Source:MGI Symbol;Acc:MGI:2178445]"
"1526"	"ENSMUSG00000036167"	"Pphln1"	"RNAbinding"	"periphilin 1 [Source:MGI Symbol;Acc:MGI:1917029]"
"1527"	"ENSMUSG00000071866"	"Ppia"	"RNAbinding"	"peptidylprolyl isomerase A [Source:MGI Symbol;Acc:MGI:97749]"
"1528"	"ENSMUSG00000032383"	"Ppib"	"RNAbinding"	"peptidylprolyl isomerase B [Source:MGI Symbol;Acc:MGI:97750]"
"1530"	"ENSMUSG00000028651"	"Ppie"	"RNAbinding"	"peptidylprolyl isomerase E (cyclophilin E) [Source:MGI Symbol;Acc:MGI:1917118]"
"1532"	"ENSMUSG00000042133"	"Ppig"	"RNAbinding"	"peptidyl-prolyl isomerase G (cyclophilin G) [Source:MGI Symbol;Acc:MGI:2445173]"
"1533"	"ENSMUSG00000015757"	"Ppil4"	"RNAbinding"	"peptidylprolyl isomerase (cyclophilin)-like 4 [Source:MGI Symbol;Acc:MGI:1914668]"
"1541"	"ENSMUSG00000055491"	"Pprc1"	"RNAbinding"	"peroxisome proliferative activated receptor, gamma, coactivator-related 1 [Source:MGI Symbol;Acc:MGI:2385096]"
"1544"	"ENSMUSG00000028691"	"Prdx1"	"RNAbinding"	"peroxiredoxin 1 [Source:MGI Symbol;Acc:MGI:99523]"
"1561"	"ENSMUSG00000008373"	"Prpf31"	"RNAbinding"	"PRP31 pre-mRNA processing factor 31 homolog (yeast) [Source:MGI Symbol;Acc:MGI:1916238]"
"1563"	"ENSMUSG00000027881"	"Prpf38b"	"RNAbinding"	"PRP38 pre-mRNA processing factor 38 (yeast) domain containing B [Source:MGI Symbol;Acc:MGI:1914171]"
"1566"	"ENSMUSG00000002455"	"Prpf6"	"RNAbinding"	"PRP6 pre-mRNA splicing factor 6 homolog (yeast) [Source:MGI Symbol;Acc:MGI:1922946]"
"1567"	"ENSMUSG00000020850"	"Prpf8"	"RNAbinding"	"pre-mRNA processing factor 8 [Source:MGI Symbol;Acc:MGI:2179381]"
